f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,label
-0.051999203860759735,0.9762848019599915,4.447028160095215,2.205033302307129,-0.06510897725820541,1.006392002105713,-0.01581212878227234,0.34915992617607117,0.9573478102684021,0.04396989941596985,0.03888959810137749,0.003301534801721573,0.05636205896735191,0.023375466465950012,-0.042964622378349304,0.018437538295984268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-18.742454528808594,2.9781363010406494,4.578583717346191,8.911298751831055,0.026615459471940994,1.0182721614837646,0.020636631175875664,0.7315410375595093,0.10708238184452057,-0.020320750772953033,0.9743878841400146,-0.040688637644052505,0.03079897165298462,0.056448616087436676,-0.0056973728351294994,-0.042007822543382645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-10.745606422424316,2.4856388568878174,4.66672420501709,10.567133903503418,0.005834290292114019,1.0109344720840454,0.043571438640356064,0.36117976903915405,1.0339456796646118,0.0033789535518735647,0.014455970376729965,0.03156441077589989,-0.07285778969526291,-0.01598356105387211,-0.023518633097410202,-0.03194389119744301,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-24.697546005249023,2.5989348888397217,4.329311370849609,4.005853176116943,0.18252450227737427,0.48256373405456543,-0.023117588832974434,0.7528987526893616,-0.009565216489136219,-0.06378431618213654,0.9433356523513794,-0.045972615480422974,0.024858037009835243,0.007121286820620298,0.03452426940202713,0.9786373376846313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.8109068274497986,3.440615653991699,4.380913257598877,2.425114631652832,0.5243486166000366,0.9765298962593079,0.0006247059209272265,0.7340373396873474,0.022326558828353882,0.033269256353378296,0.9950757026672363,-0.021164916455745697,-0.003985910676419735,-0.08436672389507294,-0.07235562056303024,0.9338650107383728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
6.852221488952637,2.7796471118927,4.453319072723389,4.359175682067871,0.3810703158378601,0.9830483198165894,0.04201540723443031,0.6236339807510376,0.021721182391047478,0.0118867801502347,0.9702925086021423,-0.07230289280414581,0.0036064754240214825,-0.026474636048078537,0.011633810587227345,1.001092553138733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.8814748525619507,0.7058447003364563,4.6417555809021,8.73748779296875,0.07316514104604721,0.44056183099746704,-0.03198757767677307,0.07367119938135147,-0.01949048973619938,-0.06883430480957031,0.031757548451423645,-0.01111113466322422,-0.07354031503200531,-0.05077895522117615,0.01567569188773632,0.04190632700920105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-3.284123182296753,1.4173884391784668,4.979232311248779,1.355689525604248,-0.0070395441725850105,1.0532989501953125,0.00785242859274149,0.34206825494766235,0.9482173323631287,-0.08373414725065231,-0.024315396323800087,-0.002689127577468753,0.08839649707078934,0.006513725966215134,0.04913697391748428,-0.02496477961540222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-11.714021682739258,2.5008511543273926,4.646578788757324,8.947755813598633,-0.007831894792616367,0.9979618787765503,-0.03273938596248627,0.3723036050796509,0.9772508144378662,-0.06128028780221939,-0.06389687955379486,0.008629395626485348,0.07895456254482269,0.007999580353498459,-0.005931916180998087,0.014291306957602501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6.19437313079834,1.6510263681411743,4.709161758422852,7.079229354858398,0.21730634570121765,1.082546353340149,0.08618328720331192,0.11102403700351715,-0.019159365445375443,0.07307221740484238,-0.055352285504341125,-0.0447363518178463,0.032166339457035065,-0.019730256870388985,-0.0002560933353379369,0.9918278455734253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.3685355484485626,0.2697981595993042,4.339059352874756,6.717665195465088,-0.01670617237687111,1.0457950830459595,-0.06631963700056076,0.7115315794944763,-0.024208471179008484,-0.01638365536928177,1.0501378774642944,0.02690577134490013,0.06686990708112717,-0.007725283969193697,-0.03479713201522827,-0.01119294110685587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
9.97753620147705,2.6234304904937744,4.657337665557861,3.7233004570007324,0.35539934039115906,0.9704646468162537,0.01578024961054325,0.7702926397323608,-0.03645419329404831,-0.032707322388887405,0.8926355242729187,-0.00813329592347145,-0.05312072113156319,-0.026471970602869987,-0.04384303838014603,0.9952868819236755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
10.439532279968262,0.7366577982902527,4.345252990722656,8.461609840393066,0.12444470077753067,1.0170778036117554,0.08643488585948944,0.30065715312957764,0.9877361059188843,0.03886687755584717,0.02173830382525921,-0.018807804211974144,-0.006691148038953543,-0.06874479353427887,-0.01190868765115738,0.9866806268692017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
51.452857971191406,2.260740280151367,4.300004482269287,3.547441005706787,0.5158247351646423,0.9951356649398804,0.10465841740369797,0.7886677384376526,0.019292328506708145,-0.03815286234021187,0.944379448890686,0.059557147324085236,0.013137461617588997,0.024007169529795647,-0.08722929656505585,0.04637192562222481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.07783936709165573,3.7099387645721436,-0.01259886845946312,0.007628125604242086,0.740241289138794,0.8716670870780945,-0.011842513456940651,0.1288256198167801,0.014799699187278748,-0.018595729023218155,-0.08783608675003052,0.016399774700403214,0.08636751025915146,-0.07669307291507721,0.04319139942526817,0.9835737347602844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.336966872215271,0.3985752463340759,4.458870887756348,6.783527374267578,0.0871967226266861,1.0219496488571167,0.041399408131837845,0.23517145216464996,0.0033272907603532076,-0.034871190786361694,0.04947919771075249,-0.05891518294811249,0.039117518812417984,0.9904674291610718,0.05856235325336456,0.03754344955086708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
7.193577766418457,2.762082099914551,3.831876754760742,1.5744913816452026,0.24931414425373077,0.5016391277313232,-0.06082800775766373,0.6764429807662964,0.015600473619997501,0.05776560306549072,1.0304380655288696,-0.11456447839736938,0.015218336135149002,0.0036016786471009254,0.020694514736533165,0.08081048727035522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
7.2932891845703125,2.7049384117126465,3.842329263687134,1.5808907747268677,0.34068819880485535,0.5534235835075378,0.011643901467323303,0.7217200398445129,0.013517161831259727,-0.04316726326942444,0.9926235675811768,-0.007626126520335674,0.019169693812727928,0.04999121278524399,-0.05292680487036705,-0.006250451318919659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
19.08807373046875,3.2068214416503906,4.542839527130127,4.012382984161377,0.4277058243751526,1.1163825988769531,-0.010258084163069725,0.01982387900352478,0.08021271973848343,-0.022884972393512726,0.005394022446125746,0.06547753512859344,-0.08011297881603241,-0.0625823587179184,-0.08006389439105988,-0.03970681503415108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
9.485970497131348,0.3381349742412567,3.4764111042022705,3.3902649879455566,0.17795482277870178,1.006912112236023,0.038006655871868134,0.3614605665206909,1.0265032052993774,-0.03523366153240204,-0.00898057036101818,0.009838804602622986,0.04102642461657524,-0.01968705840408802,0.026058362796902657,0.9867080450057983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.116680808365345,0.17791180312633514,3.73747181892395,4.8377861976623535,0.009889503940939903,1.054460883140564,0.06638430804014206,0.7065430879592896,0.06767929345369339,0.004606333095580339,0.9581300616264343,-0.029720017686486244,-0.07402682304382324,-0.044406693428754807,-0.01790083386003971,0.04017925262451172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.006554332561790943,1.4698508977890015,3.846414804458618,7.081262111663818,-0.0266950111836195,0.6965124011039734,-0.03271416202187538,0.021394522860646248,-0.00946221686899662,0.016433099284768105,0.018096093088388443,0.06603308022022247,-0.017139308154582977,-0.07384289056062698,0.05336112156510353,-0.01657440885901451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.09755063056945801,0.6278516054153442,0.0034690566826611757,0.008009529672563076,0.05381200835108757,0.7077169418334961,0.5166535377502441,0.1187068521976471,0.01569540984928608,-0.04166844114661217,-0.07947837561368942,-0.10364916920661926,-0.0558692067861557,-0.02293376438319683,-0.014659578911960125,0.09686155617237091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
